,Number of ratings,Full Review
1480,2,"Very agressive gaming experience, very powerful processor in low budget. But I'm facing touch issue after used of 1 month."
1481,5,The best mobile to gaming 👌
1482,4,Do The Best. Aum....
1483,5,Good mobile phone
1484,5,Gaming beast 🤩🤩
1485,4,Good
1486,5,Satisfied
1487,4,Good
1488,4,Good item.
1489,3,Camera is worst remaining ok ok.
1490,5,Nice product
0,5,"After satisfactory reviews, I made my decision to buy this device.

As this phone is game centric, but doesn't mean one should play games only. Generic user can use that power to finish daily tasks quicker + 800 series survive longer than mid segment SoC's due to premium cores and materials used. Cameras are good not that bad but don't expect much. Attached some pictures before complete switch.

I have switched from Poco F1 to X3 Pro. So, similar balance with good upgrades.

Overall a good ch..."
1,5,"💠 Very Good Phone....

💠 One Of The Best After Poco F1....

💠 Good Experience With This Phone Still Now From Each Angle....

💠 Thanks To Poco Team For Making This Type Owesome Beast like Handset....

❤️"
2,5,"Awesome phone, just loved it..... mind-blowing performance and the camera is also great and the battery backup is something else ! Over-all best deal in this budget ... #Poco_Lover"
3,4,"Bought in first sale with exciting 😀 got the phone on 12th april
Finally this mobile is super phone..! Let me tell you pro's & cons

Pros :
SD 860 PROCESSOR PERFORMING LIKE BEAST
SUPER GAMING EXPERIENCE
NO HEATING ISSUES WHILE PLAYING GAME
GOOD BATTERY BACKUP
CAMERA IS DESCENT IN THIS PRICEPRICE (samples posted)
120 HZ REFRESH RATE IS AWSOME EXPERIENCE
STEREO SPEAKERS IS LOUD 🔊
EVERYTHING LOOKS GOOD

CONS :

DISPLAY IS GOOD BUT NOT VISIBLE IN DIRECT SUN LIGHT
BUILD QUALITY IS AVERAGE B..."
4,5,"If you are looking for a performance based phone, then go for it. Nice Performance and very smooth display. Little heating occurs at camera side while playing games and no other issues.Overall it's an outstanding phone in this price range. Thanks Flipkart for the fastest delivery."
5,5,"I am writing this review after 1 month of my usage
Very Good Phone in this price segment....it's a Beast...don't compare this phone with other mid range phones...it's a Flagship... Display So smooth with 120Hz, Solid Battery Life.... Maximum I am getting a Day! 😍 No Over heatings Issues... But if you play PUBG in Ultra HD Graphics You'll feel some heat at back....so better play in Extreme - smooth. Camera quality is good (if you use Gcam it's beast 🔥) you can watch YouTube videos at 4K hdR"
6,5,Excellent💯 powerful and olso beautiful pubg smooth play for 60 fps and camara quality was very very good battery was lond life disain Beautiful😍✨❤
7,4,Wonderful GOOD PHONE AND DESIGN AND BEST ONE VALUABLE PRICE
8,4,Phone is great but in high volume back panel shakes very bad...... And the camera should have been better like poco f1.... But it gives a flagship performance in this price range... Good job poco 👍
9,4,"Honest Review:

I have been using this device for almost a month now. Here are things I want to share with you

Pros:
->Superb Performance, 860 or I must say an over-clocked version of 855+ (855+ was released 2 years from now,
Marketing strategy: OP)
->120 Hz display makes it super smooth
->Speakers are loud, good for gamers stereo speakers are present.
->Battery Backup is good
->Liquid cooling is decent.

Cons:
->Frames drop is rare but it happens.
->If someone is saying that this phone d..."
10,1,"People who are looking for gaming phone with great performance and smooth running this is the phone for you, but if you are looking for stunning display, camera then this is not a good option though....no lag in phone absolutely smooth and heads up it's heavy also !...........Review after using it for an week nw, touch isn't good sometimes and it's not responsive"
11,5,"1. Processor: First of all flagship processor in this segment I really loved it. No lag issue and Smoothest graphic like movie. I play BGMI & COD both great experience but after playing continus 2 hrs some heating issue detected but it did not affect on your gaming 48-58-60 frame rate.

2. Camera: Camera is decent but in this Price range its ok. Night vision and portrait modes are awesome. wide angle and macro are are decent like other smartphones.

3. Display: Display with 120hz and 240hz ..."
12,5,"I am a professional mobile competitive player , didn't expected this phone so be so damn good, I mean you can run 5 apps on the background and play your games on highest graphics while recording without a single second of lag, the camera is not the best but i would say average, the display is bright enough with crish contrasting colour for day to day use - special Enhancement are also available for gamers like increase response time - increase touch sensitivity - change screen color saturatio..."
13,4,"Upgraded from the f1 to x3 pro, camera is very good, however found zoom distort higher than some of the other camera phones. Battery barely lasts a day even with higher capacity to f1 even at 60hz refresh rates. Display quality is awesome though, the punch hole and front camera is awesome. Frame refresh rates during games are also very good. I did see that the fast charger heated up the phone a bit but not so much as to worry
if you get a good exchange deal this is a good upgrade to have."
14,5,Really awesome phone! With great performance and bigger screen... Who say cemera of this phone is bad.... This phone's cemera is awesome and Unexpectable. I love this phone. Thanks poco for this great phone.
15,4,"Very good device for gaming and performance with the help of Snapdragon 860/855+ . But charging time is more then redmi note 10 serise because both are comes with 33W charger. Camera quality is average but better than others 48mp 📸 because it has Spectra 380 (isp). this device little bit heavy in weight . Display quality is good.
This device comfortable doing all types of heavy task like gaming and video editing,"
16,5,"Superb poco x3 pro, I order on 4th October er got my order 10th October I was worried coz cash on delivery is not available on my location pin no. But thanks to flipkart deliver my poco x3 pro safe I am happy. Poco x3 pro got a super processor run every thing smooth including high fps games. This is my one day use review I will update it later if I get any problem hope fully not😹😻"
17,4,"Good phone📱
Good battery life almost 1day🔋
Fast charging🔋⚡🔋almost 1and 1/4 hours
Sound is awesome 🔊
Camera 📷is good but it's selfie has more sharpening
It's back body is vibrates if the sound is full
Good phone good performance
I like it ❣❣❣❣❣𓃵𓃵𓃵𓃲"
18,5,"It's battery is not
It's performance is fantastic so good mobile is this
But I don't satisfying about the phone battery its not good"
19,5,"Excellent phone no bad reviews now it's almost a month since I am using this the smoothness this phone gives is simply superb
To all those who want an extraordinary camera pls go to others
This phone has good camera bcz of Sony processor
Only fault is 48 mp cam
Everything else is awsm❤️"
20,5,"Hello Everyone,

If you are gamer and love to play battle games then, this is the phone for you. It's beast in this price range.
I stream and play simultaneously, never ever faced any lag or hanging issues. Only the thing is it's heat little bit from the back camera/processor side.
rest apart it's awesome.

If you are business person or would like to use for your personal use. I will not recommend you to go for it.
Reason: 1. Dialer application is worst. 2. Messaging Application is worst. 3. ..."
21,4,"Speed is what X3 Pro promised and that's what u get.
Its blazing fast.
Battery life is superb.
Dual Speaker volume is great.
No heating issues at all.
Super fast charging.
Bit heavy but one get used to it quickly. Weight is balanced so no fear of handset falling off.
Good to have 3.5mm headphone jack.
SIM try is hybrid (1+1 SIM or 1 SIM and 1 SD card)

Now the downside !!

UI and software is full of glitches...

Not sure what's wrong with conference call functionality because i can't add mo..."
22,5,I am gamer and I couldn't afford roof Phone or iPhone and this crazy awesome Phone came out of nowhere. Best phone for a middle class family guy who can't waste money. Poco doing great for middle class people like us.
23,4,"Okay....after using galaxy s10 plus for 2yrs + i have purchased this phone just to check the hype...its worth buying i must say.
pros: 1) Stunning battery life
2) Sound system
3) Smooth performance
4) Very good weight distribution
5) Good cellular connection
cons: 1) poorly optimised miui with poco launcher
2) backside panel usually vibrates while playing any music above 50 percent volume
3) Camera is below the level created by other ph..."
24,5,Best phone for gaming..... Nice photos .. I got 6 to 7 hours of battery life and the 33W charger charges it fast .... Overall the phone is a beast in this price segment
25,5,"Vary good looking phone and gaming performance is vary smooth also camera have good quality...

Vary good phone."
26,5,"Bought Phone and I am Happy with Performance. MiUi12 don't have option to show Time in HH:MM:SS in Top Status Bar. Android Apps which do can also not Do so as ADB Permission Needed for it.
Performance is Ultimate mate level, Speaker Sound Is Very Loud too. Bought on 21 April and Charger Had Smoke Today on 18 July. pHone is Working excellent. I am rough and Fast user still and happy with Phone.
Camera Haven't tested but Flash is Bright to see in night. It doesn't feel Very heavy, and it's man..."
